match_key,match_date,team_name,opponent,avg_score_last_5,avg_margin_last_5,days_rest,team_avg_player_disposals_last_5,team_avg_player_goals_last_5
2021-05-16_Adelaide Crows_vs_West Coast Eagles,2021-05-16,Adelaide Crows,West Coast Eagles,71.4,-18.0,8.0,15.34621212121212,0.4151515151515151
2021-05-22_Adelaide Crows_vs_Melbourne Demons,2021-05-22,Adelaide Crows,Melbourne Demons,64.8,-32.2,6.0,14.41304347826087,0.44782608695652176
2021-05-30_Adelaide Crows_vs_Richmond Tigers,2021-05-30,Adelaide Crows,Richmond Tigers,69.6,-29.6,8.0,14.617391304347825,0.46086956521739136
2021-06-05_Adelaide Crows_vs_Collingwood Magpies,2021-06-05,Adelaide Crows,Collingwood Magpies,66.4,-34.6,6.0,14.369565217391305,0.41739130434782606
2021-06-12_Adelaide Crows_vs_St Kilda Saints,2021-06-12,Adelaide Crows,St Kilda Saints,73.2,-22.2,7.0,15.075,0.5
2021-06-27_Adelaide Crows_vs_carlton blues,2021-06-27,Adelaide Crows,carlton blues,78.8,-11.2,15.0,,
2021-07-03_Adelaide Crows_vs_Brisbane Lions,2021-07-03,Adelaide Crows,Brisbane Lions,78.2,-7.2,6.0,15.16590909090909,0.41818181818181815
2021-07-09_Adelaide Crows_vs_Essendon Bombers,2021-07-09,Adelaide Crows,Essendon Bombers,70.8,-17.8,6.0,14.23695652173913,0.30869565217391304
2021-07-18_Adelaide Crows_vs_West Coast Eagles,2021-07-18,Adelaide Crows,West Coast Eagles,58.4,-24.8,9.0,14.123913043478263,0.40869565217391307
2021-07-24_Adelaide Crows_vs_Hawthorn Hawks,2021-07-24,Adelaide Crows,Hawthorn Hawks,55.0,-32.2,6.0,14.52608695652174,0.3565217391304348
2021-07-31_Adelaide Crows_vs_Western Bulldogs,2021-07-31,Adelaide Crows,Western Bulldogs,62.2,-29.6,7.0,14.195652173913043,0.4434782608695652
2021-08-07_Adelaide Crows_vs_Port Adelaide Power,2021-08-07,Adelaide Crows,Port Adelaide Power,58.8,-37.4,7.0,14.22878787878788,0.37878787878787884
2021-08-15_Adelaide Crows_vs_Melbourne Demons,2021-08-15,Adelaide Crows,Melbourne Demons,57.2,-27.8,8.0,13.945652173913043,0.3847826086956522
2021-08-22_Adelaide Crows_vs_North Melbourne Kangaroos,2021-08-22,Adelaide Crows,North Melbourne Kangaroos,65.6,-23.4,7.0,15.145454545454545,0.3727272727272727
2022-03-20_Adelaide Crows_vs_Fremantle Dockers,2022-03-20,Adelaide Crows,Fremantle Dockers,74.0,-6.2,210.0,15.611904761904762,0.3166666666666667
2022-03-26_Adelaide Crows_vs_Collingwood Magpies,2022-03-26,Adelaide Crows,Collingwood Magpies,70.0,-10.2,6.0,14.706521739130435,0.5391304347826087
2022-04-01_Adelaide Crows_vs_Port Adelaide Power,2022-04-01,Adelaide Crows,Port Adelaide Power,70.4,-8.8,6.0,16.23695652173913,0.510144927536232
2022-04-10_Adelaide Crows_vs_Essendon Bombers,2022-04-10,Adelaide Crows,Essendon Bombers,79.4,-7.2,9.0,16.713043478260868,0.5362318840579711
2022-04-16_Adelaide Crows_vs_Richmond Tigers,2022-04-16,Adelaide Crows,Richmond Tigers,86.6,0.2,6.0,15.858695652173912,0.6108695652173913
2022-04-23_Adelaide Crows_vs_Western Bulldogs,2022-04-23,Adelaide Crows,Western Bulldogs,87.2,-4.8,7.0,15.502173913043478,0.6
2022-04-30_Adelaide Crows_vs_Greater Western Sydney Giants,2022-04-30,Adelaide Crows,Greater Western Sydney Giants,83.4,-4.4,7.0,16.13695652173913,0.591304347826087
2022-05-08_Adelaide Crows_vs_Carlton Blues,2022-05-08,Adelaide Crows,Carlton Blues,82.6,-7.8,8.0,14.504347826086958,0.591304347826087
2022-05-14_Adelaide Crows_vs_Brisbane Lions,2022-05-14,Adelaide Crows,Brisbane Lions,77.0,-18.2,6.0,13.809420289855073,0.5152173913043478
2022-05-21_Adelaide Crows_vs_St Kilda Saints,2022-05-21,Adelaide Crows,St Kilda Saints,70.4,-24.6,7.0,14.244202898550725,0.39999999999999997
2022-05-28_Adelaide Crows_vs_Geelong Cats,2022-05-28,Adelaide Crows,Geelong Cats,64.0,-32.6,7.0,14.864492753623187,0.2717391304347826
2022-06-04_Adelaide Crows_vs_West Coast Eagles,2022-06-04,Adelaide Crows,West Coast Eagles,62.4,-41.2,7.0,15.738636363636363,0.4
2022-06-19_Adelaide Crows_vs_Gold Coast Suns,2022-06-19,Adelaide Crows,Gold Coast Suns,69.2,-23.2,15.0,15.623913043478263,0.43478260869565216
2022-06-26_Adelaide Crows_vs_North Melbourne Kangaroos,2022-06-26,Adelaide Crows,North Melbourne Kangaroos,70.2,-22.2,7.0,15.619565217391305,0.4434782608695652
2022-07-02_Adelaide Crows_vs_Melbourne Demons,2022-07-02,Adelaide Crows,Melbourne Demons,80.0,-3.6,6.0,14.923913043478262,0.4608695652173913
2022-07-10_Adelaide Crows_vs_Hawthorn Hawks,2022-07-10,Adelaide Crows,Hawthorn Hawks,79.2,-5.2,8.0,15.478260869565217,0.46086956521739136
2022-07-16_Adelaide Crows_vs_Collingwood Magpies,2022-07-16,Adelaide Crows,Collingwood Magpies,79.0,-3.2,6.0,14.630434782608695,0.5304347826086956
2022-07-23_Adelaide Crows_vs_Sydney Swans,2022-07-23,Adelaide Crows,Sydney Swans,78.6,-10.4,7.0,14.415217391304349,0.5130434782608696
2022-07-30_Adelaide Crows_vs_carlton blues,2022-07-30,Adelaide Crows,carlton blues,81.0,-8.4,7.0,,
2022-08-07_Adelaide Crows_vs_West Coast Eagles,2022-08-07,Adelaide Crows,West Coast Eagles,74.8,-14.0,8.0,13.976086956521739,0.46956521739130436
2022-08-13_Adelaide Crows_vs_North Melbourne Kangaroos,2022-08-13,Adelaide Crows,North Melbourne Kangaroos,82.2,-5.0,6.0,13.813768115942027,0.5304347826086956
2022-08-20_Adelaide Crows_vs_Port Adelaide Power,2022-08-20,Adelaide Crows,Port Adelaide Power,92.0,7.2,7.0,13.782608695652174,0.5652173913043478
2023-03-19_Adelaide Crows_vs_Greater Western Sydney Giants,2023-03-19,Adelaide Crows,Greater Western Sydney Giants,85.8,-3.0,211.0,13.318181818181818,0.5909090909090909
2023-03-25_Adelaide Crows_vs_Richmond Tigers,2023-03-25,Adelaide Crows,Richmond Tigers,86.8,0.4,6.0,13.506521739130434,0.5565217391304348
2023-04-01_Adelaide Crows_vs_Port Adelaide Power,2023-04-01,Adelaide Crows,Port Adelaide Power,85.2,-11.8,7.0,13.193478260869565,0.3739130434782609
2023-04-08_Adelaide Crows_vs_Fremantle Dockers,2023-04-08,Adelaide Crows,Fremantle Dockers,88.2,-8.8,7.0,13.955072463768117,0.42608695652173906
2023-04-13_Adelaide Crows_vs_Carlton Blues,2023-04-13,Adelaide Crows,Carlton Blues,89.8,-6.8,5.0,14.11304347826087,0.6608695652173914
2023-04-23_Adelaide Crows_vs_Hawthorn Hawks,2023-04-23,Adelaide Crows,Hawthorn Hawks,102.4,15.6,10.0,15.234782608695651,0.7043478260869565
2023-04-30_Adelaide Crows_vs_Collingwood Magpies,2023-04-30,Adelaide Crows,Collingwood Magpies,100.2,19.4,7.0,15.92608695652174,0.6782608695652175
2023-05-06_Adelaide Crows_vs_Geelong Cats,2023-05-06,Adelaide Crows,Geelong Cats,96.6,25.6,6.0,16.51086956521739,0.6347826086956522
2023-05-14_Adelaide Crows_vs_St Kilda Saints,2023-05-14,Adelaide Crows,St Kilda Saints,87.6,14.2,8.0,15.830434782608696,0.6
2023-05-20_Adelaide Crows_vs_Western Bulldogs,2023-05-20,Adelaide Crows,Western Bulldogs,89.6,16.8,6.0,15.457246376811593,0.4782608695652174
2023-05-28_Adelaide Crows_vs_Brisbane Lions,2023-05-28,Adelaide Crows,Brisbane Lions,74.0,-3.4,8.0,14.767391304347827,0.46956521739130436
2023-06-03_Adelaide Crows_vs_Gold Coast Suns,2023-06-03,Adelaide Crows,Gold Coast Suns,77.2,-0.6,6.0,15.129710144927538,0.5217391304347826
2023-06-10_Adelaide Crows_vs_West Coast Eagles,2023-06-10,Adelaide Crows,West Coast Eagles,83.0,-5.4,7.0,15.065942028985507,0.5478260869565217
2023-06-25_Adelaide Crows_vs_Collingwood Magpies,2023-06-25,Adelaide Crows,Collingwood Magpies,103.4,24.2,15.0,15.773188405797102,0.7043478260869565
2023-07-01_Adelaide Crows_vs_North Melbourne Kangaroos,2023-07-01,Adelaide Crows,North Melbourne Kangaroos,95.2,13.4,6.0,15.721739130434784,0.6695652173913044
2023-07-09_Adelaide Crows_vs_Essendon Bombers,2023-07-09,Adelaide Crows,Essendon Bombers,114.8,35.6,8.0,16.41521739130435,0.7478260869565218
2023-07-15_Adelaide Crows_vs_Greater Western Sydney Giants,2023-07-15,Adelaide Crows,Greater Western Sydney Giants,115.2,28.6,6.0,16.028260869565216,0.791304347826087
2023-07-23_Adelaide Crows_vs_Melbourne Demons,2023-07-23,Adelaide Crows,Melbourne Demons,109.2,30.8,8.0,16.05909090909091,0.7454545454545454
2023-07-29_Adelaide Crows_vs_Port Adelaide Power,2023-07-29,Adelaide Crows,Port Adelaide Power,93.0,5.6,6.0,15.982608695652175,0.5391304347826087
2023-08-05_Adelaide Crows_vs_Gold Coast Suns,2023-08-05,Adelaide Crows,Gold Coast Suns,99.4,15.4,7.0,16.527272727272727,0.5636363636363636
2023-08-12_Adelaide Crows_vs_Brisbane Lions,2023-08-12,Adelaide Crows,Brisbane Lions,89.6,7.8,7.0,16.11449275362319,0.5304347826086956
2023-08-19_Adelaide Crows_vs_sydney swans,2023-08-19,Adelaide Crows,sydney swans,88.8,10.2,7.0,,
2023-08-26_Adelaide Crows_vs_West Coast Eagles,2023-08-26,Adelaide Crows,West Coast Eagles,92.0,12.8,7.0,15.94855072463768,0.5739130434782609
2024-03-16_Adelaide Crows_vs_Gold Coast Suns,2024-03-16,Adelaide Crows,Gold Coast Suns,98.0,22.6,203.0,15.734782608695651,0.41739130434782606
2024-03-22_Adelaide Crows_vs_Geelong Cats,2024-03-22,Adelaide Crows,Geelong Cats,86.4,12.0,6.0,16.05,0.5869565217391305
2024-03-29_Adelaide Crows_vs_Fremantle Dockers,2024-03-29,Adelaide Crows,Fremantle Dockers,84.0,2.6,7.0,16.406521739130437,0.5398550724637681
2024-04-04_Adelaide Crows_vs_Melbourne Demons,2024-04-04,Adelaide Crows,Melbourne Demons,72.2,-3.2,6.0,15.543478260869565,0.5644927536231884
2024-04-13_Adelaide Crows_vs_Carlton Blues,2024-04-13,Adelaide Crows,Carlton Blues,70.2,-6.0,9.0,15.634782608695653,0.6594202898550724
2024-04-19_Adelaide Crows_vs_Essendon Bombers,2024-04-19,Adelaide Crows,Essendon Bombers,65.6,-14.6,6.0,14.675362318840579,1.037037037037037
2024-04-27_Adelaide Crows_vs_North Melbourne Kangaroos,2024-04-27,Adelaide Crows,North Melbourne Kangaroos,69.8,-14.0,8.0,15.523913043478261,0.9009259259259258
2024-05-02_Adelaide Crows_vs_Port Adelaide Power,2024-05-02,Adelaide Crows,Port Adelaide Power,82.0,1.2,5.0,16.827272727272728,1.131111111111111
2024-05-12_Adelaide Crows_vs_brisbane lions,2024-05-12,Adelaide Crows,brisbane lions,90.8,14.2,10.0,,
2024-05-18_Adelaide Crows_vs_Collingwood Magpies,2024-05-18,Adelaide Crows,Collingwood Magpies,96.2,17.2,6.0,16.008695652173913,1.3166666666666667
2024-05-26_Adelaide Crows_vs_West Coast Eagles,2024-05-26,Adelaide Crows,West Coast Eagles,91.0,16.0,8.0,15.865217391304347,1.0989583333333333
2024-06-01_Adelaide Crows_vs_Hawthorn Hawks,2024-06-01,Adelaide Crows,Hawthorn Hawks,103.4,36.4,6.0,16.23913043478261,1.334375
2024-06-06_Adelaide Crows_vs_Richmond Tigers,2024-06-06,Adelaide Crows,Richmond Tigers,91.8,19.6,5.0,15.211363636363636,1.1966666666666665
2024-06-15_Adelaide Crows_vs_Sydney Swans,2024-06-15,Adelaide Crows,Sydney Swans,90.4,12.0,9.0,15.682608695652174,1.3235294117647058
2024-06-29_Adelaide Crows_vs_Greater Western Sydney Giants,2024-06-29,Adelaide Crows,Greater Western Sydney Giants,85.8,3.6,14.0,15.711363636363636,1.3533333333333333
2024-07-07_Adelaide Crows_vs_Brisbane Lions,2024-07-07,Adelaide Crows,Brisbane Lions,89.8,7.6,8.0,15.544202898550724,1.405952380952381
2024-07-13_Adelaide Crows_vs_St Kilda Saints,2024-07-13,Adelaide Crows,St Kilda Saints,79.6,-14.4,6.0,14.10530303030303,1.2869047619047618
2024-07-19_Adelaide Crows_vs_Essendon Bombers,2024-07-19,Adelaide Crows,Essendon Bombers,77.8,-2.6,6.0,14.494927536231884,1.241025641025641
2024-07-28_Adelaide Crows_vs_Hawthorn Hawks,2024-07-28,Adelaide Crows,Hawthorn Hawks,86.6,-0.6,9.0,14.0,1.4277777777777778
2024-08-03_Adelaide Crows_vs_Geelong Cats,2024-08-03,Adelaide Crows,Geelong Cats,84.8,-5.4,6.0,15.36159420289855,1.4902777777777778
2024-08-11_Adelaide Crows_vs_Western Bulldogs,2024-08-11,Adelaide Crows,Western Bulldogs,83.0,-9.6,8.0,15.915217391304349,1.6318181818181818
2024-08-17_Adelaide Crows_vs_Port Adelaide Power,2024-08-17,Adelaide Crows,Port Adelaide Power,88.0,0.4,6.0,15.910869565217391,1.5576923076923077
2024-08-24_Adelaide Crows_vs_Sydney Swans,2024-08-24,Adelaide Crows,Sydney Swans,85.4,-10.4,7.0,15.580434782608695,1.48
2025-03-16_Adelaide Crows_vs_st kilda saints,2025-03-16,Adelaide Crows,st kilda saints,80.4,-17.0,204.0,,
2025-03-22_Adelaide Crows_vs_Essendon Bombers,2025-03-22,Adelaide Crows,Essendon Bombers,95.8,8.8,6.0,16.369565217391305,1.4604166666666667
2025-03-30_Adelaide Crows_vs_North Melbourne Kangaroos,2025-03-30,Adelaide Crows,North Melbourne Kangaroos,111.0,22.0,8.0,16.569565217391304,1.6078431372549018
2025-04-05_Adelaide Crows_vs_Gold Coast Suns,2025-04-05,Adelaide Crows,Gold Coast Suns,111.6,21.4,6.0,15.793478260869565,1.5296296296296295
2025-04-10_Adelaide Crows_vs_geelong cats,2025-04-10,Adelaide Crows,geelong cats,118.0,25.6,5.0,,
2025-04-19_Adelaide Crows_vs_Greater Western Sydney Giants,2025-04-19,Adelaide Crows,Greater Western Sydney Giants,120.0,28.0,9.0,15.908695652173913,1.723529411764706
2025-04-25_Adelaide Crows_vs_Fremantle Dockers,2025-04-25,Adelaide Crows,Fremantle Dockers,103.4,19.0,6.0,16.030434782608694,1.5614583333333334
2025-05-03_Adelaide Crows_vs_Carlton Blues,2025-05-03,Adelaide Crows,Carlton Blues,84.6,3.2,8.0,15.204347826086956,1.6416666666666668
2025-05-10_Adelaide Crows_vs_Port Adelaide Power,2025-05-10,Adelaide Crows,Port Adelaide Power,83.8,8.0,7.0,15.326086956521738,1.7130952380952382
2025-05-17_Adelaide Crows_vs_Collingwood Magpies,2025-05-17,Adelaide Crows,Collingwood Magpies,83.6,9.2,7.0,14.958695652173914,1.6178571428571427
2025-05-25_Adelaide Crows_vs_West Coast Eagles,2025-05-25,Adelaide Crows,West Coast Eagles,77.2,11.0,8.0,14.139130434782608,1.5472222222222223
2025-05-31_Adelaide Crows_vs_Sydney Swans,2025-05-31,Adelaide Crows,Sydney Swans,92.4,20.6,6.0,14.015217391304349,1.5844444444444443
2025-06-06_Adelaide Crows_vs_Brisbane Lions,2025-06-06,Adelaide Crows,Brisbane Lions,105.2,42.2,6.0,15.006521739130434,1.5927083333333334
2025-06-13_Adelaide Crows_vs_Hawthorn Hawks,2025-06-13,Adelaide Crows,Hawthorn Hawks,96.8,31.2,7.0,14.069565217391306,1.4875
2025-06-29_Adelaide Crows_vs_Richmond Tigers,2025-06-29,Adelaide Crows,Richmond Tigers,87.8,29.6,16.0,14.928260869565218,1.46875
2025-07-06_Adelaide Crows_vs_Melbourne Demons,2025-07-06,Adelaide Crows,Melbourne Demons,98.6,45.2,7.0,15.084782608695651,1.6197916666666667
2025-07-12_Adelaide Crows_vs_Western Bulldogs,2025-07-12,Adelaide Crows,Western Bulldogs,91.0,34.6,6.0,14.799999999999999,1.5392156862745099
2025-07-20_Adelaide Crows_vs_Gold Coast Suns,2025-07-20,Adelaide Crows,Gold Coast Suns,86.6,18.8,8.0,14.376086956521737,1.7202380952380953
2025-07-26_Adelaide Crows_vs_Port Adelaide Power,2025-07-26,Adelaide Crows,Port Adelaide Power,94.4,30.0,6.0,14.799999999999999,1.7966666666666666
2025-08-01_Adelaide Crows_vs_Hawthorn Hawks,2025-08-01,Adelaide Crows,Hawthorn Hawks,112.2,50.2,6.0,14.403623188405799,1.6244444444444446
2025-08-10_Adelaide Crows_vs_West Coast Eagles,2025-08-10,Adelaide Crows,West Coast Eagles,108.0,39.4,9.0,14.094927536231884,1.5711111111111111
2025-08-16_Adelaide Crows_vs_Collingwood Magpies,2025-08-16,Adelaide Crows,Collingwood Magpies,107.4,38.6,6.0,14.389130434782608,1.4888888888888887
2025-08-23_Adelaide Crows_vs_North Melbourne Kangaroos,2025-08-23,Adelaide Crows,North Melbourne Kangaroos,97.4,37.0,7.0,14.880434782608695,1.3722222222222222
2025-09-04_Adelaide Crows_vs_Collingwood Magpies,2025-09-04,Adelaide Crows,Collingwood Magpies,98.6,27.4,12.0,14.476086956521739,1.5411764705882351
2025-09-12_Adelaide Crows_vs_Hawthorn Hawks,2025-09-12,Adelaide Crows,Hawthorn Hawks,83.0,3.0,8.0,13.908695652173913,1.5144444444444443
1987-03-27_Brisbane Bears_vs_north melbourne kangaroos,1987-03-27,Brisbane Bears,north melbourne kangaroos,0.0,0.0,0.0,,
1987-04-04_Brisbane Bears_vs_geelong cats,1987-04-04,Brisbane Bears,geelong cats,137.0,33.0,8.0,,
1987-04-11_Brisbane Bears_vs_St Kilda Saints,1987-04-11,Brisbane Bears,St Kilda Saints,143.5,26.0,7.0,8.0,
1987-04-19_Brisbane Bears_vs_Fitzroy Lions,1987-04-19,Brisbane Bears,Fitzroy Lions,123.33333333333333,0.6666666666666666,8.0,7.2,
1987-04-26_Brisbane Bears_vs_Melbourne Demons,1987-04-26,Brisbane Bears,Melbourne Demons,121.0,-3.25,7.0,9.0,
1987-05-02_Brisbane Bears_vs_collingwood magpies,1987-05-02,Brisbane Bears,collingwood magpies,114.0,-1.6,6.0,,
1987-05-08_Brisbane Bears_vs_West Coast Eagles,1987-05-08,Brisbane Bears,West Coast Eagles,98.2,-17.6,6.0,9.8,
1987-05-17_Brisbane Bears_vs_Richmond Tigers,1987-05-17,Brisbane Bears,Richmond Tigers,80.6,-25.2,9.0,10.4,
1987-05-23_Brisbane Bears_vs_Western Bulldogs,1987-05-23,Brisbane Bears,Western Bulldogs,92.8,-8.2,6.0,11.2,
1987-05-30_Brisbane Bears_vs_Carlton Blues,1987-05-30,Brisbane Bears,Carlton Blues,84.2,-11.6,7.0,,
1987-06-07_Brisbane Bears_vs_Sydney Swans,1987-06-07,Brisbane Bears,Sydney Swans,83.2,-33.2,8.0,11.4,
1987-06-14_Brisbane Bears_vs_Hawthorn Hawks,1987-06-14,Brisbane Bears,Hawthorn Hawks,84.4,-38.4,7.0,10.0,
1987-06-20_Brisbane Bears_vs_Essendon Bombers,1987-06-20,Brisbane Bears,Essendon Bombers,86.0,-53.6,6.0,9.2,
1987-06-28_Brisbane Bears_vs_north melbourne kangaroos,1987-06-28,Brisbane Bears,north melbourne kangaroos,62.6,-68.0,8.0,,
1987-07-05_Brisbane Bears_vs_Geelong Cats,1987-07-05,Brisbane Bears,Geelong Cats,71.0,-69.2,7.0,,
1987-07-12_Brisbane Bears_vs_st kilda saints,1987-07-12,Brisbane Bears,st kilda saints,78.6,-40.4,7.0,,
1987-07-25_Brisbane Bears_vs_fitzroy lions,1987-07-25,Brisbane Bears,fitzroy lions,84.4,-31.4,13.0,,
1987-08-01_Brisbane Bears_vs_Melbourne Demons,1987-08-01,Brisbane Bears,Melbourne Demons,91.6,-17.4,7.0,,
1987-08-09_Brisbane Bears_vs_Collingwood Magpies,1987-08-09,Brisbane Bears,Collingwood Magpies,106.0,-20.8,8.0,8.4,
1987-08-16_Brisbane Bears_vs_west coast eagles,1987-08-16,Brisbane Bears,west coast eagles,98.8,-17.8,7.0,,
1987-08-23_Brisbane Bears_vs_Western Bulldogs,1987-08-23,Brisbane Bears,Western Bulldogs,98.8,-30.2,7.0,7.8,
1987-08-28_Brisbane Bears_vs_Richmond Tigers,1987-08-28,Brisbane Bears,Richmond Tigers,94.4,-41.0,5.0,,
1988-04-03_Brisbane Bears_vs_Collingwood Magpies,1988-04-03,Brisbane Bears,Collingwood Magpies,107.0,-24.8,219.0,6.6,
1988-04-09_Brisbane Bears_vs_Carlton Blues,1988-04-09,Brisbane Bears,Carlton Blues,102.2,-15.6,6.0,8.6,
1988-04-17_Brisbane Bears_vs_west coast eagles,1988-04-17,Brisbane Bears,west coast eagles,99.0,-24.6,8.0,,
1988-04-22_Brisbane Bears_vs_Melbourne Demons,1988-04-22,Brisbane Bears,Melbourne Demons,90.0,-44.0,5.0,8.6,
1988-04-30_Brisbane Bears_vs_st kilda saints,1988-04-30,Brisbane Bears,st kilda saints,84.0,-38.6,8.0,,
1988-05-08_Brisbane Bears_vs_Fitzroy Lions,1988-05-08,Brisbane Bears,Fitzroy Lions,68.8,-48.0,8.0,,
1988-05-15_Brisbane Bears_vs_western bulldogs,1988-05-15,Brisbane Bears,western bulldogs,76.4,-46.0,7.0,,
1988-05-20_Brisbane Bears_vs_Sydney Swans,1988-05-20,Brisbane Bears,Sydney Swans,78.6,-32.2,5.0,,
1988-05-27_Brisbane Bears_vs_Essendon Bombers,1988-05-27,Brisbane Bears,Essendon Bombers,86.8,-3.0,7.0,9.2,1.0
1988-06-05_Brisbane Bears_vs_Geelong Cats,1988-06-05,Brisbane Bears,Geelong Cats,89.4,-20.0,9.0,,
1988-06-12_Brisbane Bears_vs_Richmond Tigers,1988-06-12,Brisbane Bears,Richmond Tigers,92.6,-32.4,7.0,,
1988-06-18_Brisbane Bears_vs_Hawthorn Hawks,1988-06-18,Brisbane Bears,Hawthorn Hawks,100.2,-23.2,6.0,,
1988-06-25_Brisbane Bears_vs_North Melbourne Kangaroos,1988-06-25,Brisbane Bears,North Melbourne Kangaroos,89.2,-36.0,7.0,,
1988-07-03_Brisbane Bears_vs_St Kilda Saints,1988-07-03,Brisbane Bears,St Kilda Saints,83.2,-54.8,8.0,,
1988-07-10_Brisbane Bears_vs_Hawthorn Hawks,1988-07-10,Brisbane Bears,Hawthorn Hawks,92.2,-24.8,7.0,,
1988-07-15_Brisbane Bears_vs_West Coast Eagles,1988-07-15,Brisbane Bears,West Coast Eagles,88.6,-19.0,5.0,,
1988-07-24_Brisbane Bears_vs_Essendon Bombers,1988-07-24,Brisbane Bears,Essendon Bombers,76.2,-30.4,9.0,,
1988-07-31_Brisbane Bears_vs_western bulldogs,1988-07-31,Brisbane Bears,western bulldogs,87.6,-23.6,7.0,,
1988-08-05_Brisbane Bears_vs_collingwood magpies,1988-08-05,Brisbane Bears,collingwood magpies,79.2,-18.6,5.0,,
1988-08-12_Brisbane Bears_vs_Richmond Tigers,1988-08-12,Brisbane Bears,Richmond Tigers,74.6,-29.8,7.0,8.6,1.0
1988-08-21_Brisbane Bears_vs_carlton blues,1988-08-21,Brisbane Bears,carlton blues,76.4,-22.2,9.0,,
1988-08-28_Brisbane Bears_vs_Sydney Swans,1988-08-28,Brisbane Bears,Sydney Swans,78.0,-21.0,7.0,,
1989-04-01_Brisbane Bears_vs_St Kilda Saints,1989-04-01,Brisbane Bears,St Kilda Saints,78.6,-16.0,216.0,8.0,1.0
1989-04-09_Brisbane Bears_vs_sydney swans,1989-04-09,Brisbane Bears,sydney swans,89.4,-15.6,8.0,,
1989-04-15_Brisbane Bears_vs_Collingwood Magpies,1989-04-15,Brisbane Bears,Collingwood Magpies,98.8,5.2,6.0,9.5,
1989-04-21_Brisbane Bears_vs_Melbourne Demons,1989-04-21,Brisbane Bears,Melbourne Demons,93.8,-9.6,6.0,8.25,
1989-04-30_Brisbane Bears_vs_West Coast Eagles,1989-04-30,Brisbane Bears,West Coast Eagles,85.0,-14.2,9.0,10.0,
1989-05-07_Brisbane Bears_vs_Western Bulldogs,1989-05-07,Brisbane Bears,Western Bulldogs,84.2,-23.8,7.0,12.75,
1989-05-14_Brisbane Bears_vs_Essendon Bombers,1989-05-14,Brisbane Bears,Essendon Bombers,76.6,-14.4,7.0,13.6,
1989-05-20_Brisbane Bears_vs_Geelong Cats,1989-05-20,Brisbane Bears,Geelong Cats,68.2,-32.2,6.0,13.4,
1989-05-26_Brisbane Bears_vs_North Melbourne Kangaroos,1989-05-26,Brisbane Bears,North Melbourne Kangaroos,63.2,-46.0,6.0,13.8,1.0
1989-06-03_Brisbane Bears_vs_Carlton Blues,1989-06-03,Brisbane Bears,Carlton Blues,66.8,-59.6,8.0,10.6,1.0
1989-06-10_Brisbane Bears_vs_Richmond Tigers,1989-06-10,Brisbane Bears,Richmond Tigers,75.8,-48.6,7.0,11.2,1.0
1989-06-18_Brisbane Bears_vs_Fitzroy Lions,1989-06-18,Brisbane Bears,Fitzroy Lions,69.2,-54.0,8.0,10.766666666666666,1.0
1989-06-23_Brisbane Bears_vs_Hawthorn Hawks,1989-06-23,Brisbane Bears,Hawthorn Hawks,75.8,-50.6,5.0,9.25,1.0
1989-07-09_Brisbane Bears_vs_Melbourne Demons,1989-07-09,Brisbane Bears,Melbourne Demons,72.8,-39.0,16.0,12.175,1.0
1989-07-15_Brisbane Bears_vs_Geelong Cats,1989-07-15,Brisbane Bears,Geelong Cats,78.4,-23.0,6.0,12.875,1.0
1989-07-22_Brisbane Bears_vs_St Kilda Saints,1989-07-22,Brisbane Bears,St Kilda Saints,70.2,-38.4,7.0,,
1989-07-30_Brisbane Bears_vs_sydney swans,1989-07-30,Brisbane Bears,sydney swans,83.8,-33.8,8.0,,
1989-08-05_Brisbane Bears_vs_North Melbourne Kangaroos,1989-08-05,Brisbane Bears,North Melbourne Kangaroos,75.0,-36.0,6.0,14.75,
1989-08-12_Brisbane Bears_vs_Essendon Bombers,1989-08-12,Brisbane Bears,Essendon Bombers,101.4,-5.2,7.0,13.75,
1989-08-20_Brisbane Bears_vs_Hawthorn Hawks,1989-08-20,Brisbane Bears,Hawthorn Hawks,91.0,-13.2,8.0,11.075,1.5
1989-08-26_Brisbane Bears_vs_Fitzroy Lions,1989-08-26,Brisbane Bears,Fitzroy Lions,91.0,4.8,6.0,12.5,1.5
1989-09-03_Brisbane Bears_vs_Carlton Blues,1989-09-03,Brisbane Bears,Carlton Blues,88.4,6.6,8.0,11.4,1.25
1990-03-31_Brisbane Bears_vs_Richmond Tigers,1990-03-31,Brisbane Bears,Richmond Tigers,95.4,18.6,209.0,,
1990-04-07_Brisbane Bears_vs_Fitzroy Lions,1990-04-07,Brisbane Bears,Fitzroy Lions,88.6,13.8,7.0,9.0,
1990-04-15_Brisbane Bears_vs_North Melbourne Kangaroos,1990-04-15,Brisbane Bears,North Melbourne Kangaroos,91.0,16.8,8.0,10.85,1.3333333333333333
1990-04-21_Brisbane Bears_vs_Hawthorn Hawks,1990-04-21,Brisbane Bears,Hawthorn Hawks,94.6,10.0,6.0,12.2,2.25
1990-04-28_Brisbane Bears_vs_Melbourne Demons,1990-04-28,Brisbane Bears,Melbourne Demons,86.0,-9.0,7.0,11.4,2.3333333333333335
1990-05-05_Brisbane Bears_vs_Geelong Cats,1990-05-05,Brisbane Bears,Geelong Cats,77.2,-28.8,7.0,11.3,2.3333333333333335
